Show_ID,Title,Type,Country,Release_Year,Rating
S522,Lucifer ,Tv Show,USA,0,TV-PG
S523,Narcos ,Tv Show,CANADA,2020,TV-MA
S524,Narcos,Tv Show,SPAIN,2022,Not Rated
S525,Breaking Bad ,Tv Show,CANADA,2018,TV-14
S526,The Crown ,Tv Show,GERMANY,2019,R
S527,Friends ,Tv Show,SPAIN,2020,TV-MA
S528,Friends ,Tv Show,GERMANY,2018,TV-PG
S529,Friends ,Movie,USA,2021,TV-PG
S530,Ozark  ,Tv Show,INDIA,2018,R
S531,Stranger Things  ,Tv Show,GERMANY,2020,PG
S532,Breaking Bad,Tv Show,USA,2019,TV-PG
S533,Breaking Bad ,Tv Show,UK,2018,TV-MA
S534,The Crown,Tv Show,INDIA,2020,Not Rated
S535,Ozark ,Movie,USA,2022,R
S536,Breaking Bad ,Movie,USA,2022,TV-PG
S537,Breaking Bad ,Movie,CANADA,2019,PG
S538,Lucifer  ,Tv Show,INDIA,2020,TV-MA
S539,Narcos  ,Tv Show,USA,2020,R
S540,Stranger Things ,Movie,USA,2018,TV-MA
S541,Stranger Things ,Tv Show,SPAIN,2018,TV-14
S542,The Crown  ,Tv Show,GERMANY,2021,TV-MA
S543,Dark  ,Tv Show,INDIA,2018,Not Rated
S544,Breaking Bad,Movie,INDIA,0,R
S545,Ozark,Movie,UNKNOWN,2018,TV-MA
S546,The Witcher,Tv Show,USA,2022,Not Rated
S547,The Witcher ,Tv Show,SPAIN,2019,R
S548,The Crown  ,Movie,GERMANY,2018,PG
S549,Narcos  ,Movie,CANADA,0,TV-MA
S550,Lucifer ,Movie,USA,0,Not Rated
S551,Friends  ,Tv Show,UNKNOWN,2018,TV-14
S552,Lucifer ,Tv Show,UNKNOWN,2018,PG
S553,Lucifer  ,Tv Show,UNKNOWN,2022,R
S554,Stranger Things,Movie,USA,2018,TV-MA
S555,Dark  ,Tv Show,UNKNOWN,0,TV-PG
S556,Money Heist  ,Tv Show,USA,2021,TV-PG
S557,Squid Game,Tv Show,INDIA,2018,PG
S558,Ozark ,Movie,USA,2021,TV-PG
S559,Squid Game,Movie,UNKNOWN,2020,TV-14
S560,The Crown,Movie,UK,2018,Not Rated
S561,The Crown ,Tv Show,INDIA,2018,Not Rated
S562,The Crown,Tv Show,INDIA,0,R
S563,Breaking Bad ,Tv Show,SPAIN,2019,PG
S564,Lucifer,Tv Show,UK,2018,PG
S565,The Office  ,Tv Show,GERMANY,2022,TV-14
S566,Lucifer ,Movie,GERMANY,2018,R
S567,Lucifer  ,Tv Show,CANADA,0,TV-MA
S568,Stranger Things,Tv Show,USA,2020,PG
S569,Squid Game,Tv Show,USA,2021,R
S570,Narcos  ,Movie,UNKNOWN,2021,TV-14
S571,Money Heist ,Tv Show,INDIA,2018,TV-PG
S572,Dark ,Tv Show,SPAIN,2020,R
S573,Friends,Movie,SPAIN,2022,TV-MA
S574,Dark ,Movie,UK,2018,TV-14
S575,Breaking Bad,Tv Show,USA,2020,TV-MA
S576,Stranger Things,Tv Show,UK,0,TV-PG
S577,Narcos  ,Tv Show,USA,2022,PG
S578,Lucifer  ,Tv Show,USA,2022,TV-MA
S579,The Witcher ,Tv Show,UNKNOWN,2020,R
S580,Narcos,Tv Show,USA,0,TV-PG
S581,The Witcher  ,Movie,USA,2019,TV-MA
S582,The Crown,Tv Show,CANADA,2021,Not Rated
S583,Lucifer ,Tv Show,UK,0,TV-PG
S584,The Witcher  ,Tv Show,INDIA,2021,TV-MA
S585,Squid Game,Movie,USA,2018,TV-MA
S586,Stranger Things,Movie,USA,0,Not Rated
S587,Stranger Things,Movie,GERMANY,2021,TV-MA
S588,Money Heist ,Tv Show,UNKNOWN,2022,TV-14
S589,Stranger Things  ,Movie,UK,2019,Not Rated
S590,The Office ,Movie,UK,0,Not Rated
S591,Breaking Bad ,Tv Show,USA,2022,PG
S592,Friends ,Movie,CANADA,2018,R
S593,Breaking Bad  ,Tv Show,USA,2022,TV-MA
S594,Dark  ,Movie,UK,0,Not Rated
S595,Ozark ,Movie,USA,2020,PG
S596,Narcos,Tv Show,CANADA,0,TV-MA
S597,The Office  ,Movie,UK,2019,TV-14
S598,Money Heist,Tv Show,GERMANY,2020,TV-PG
S599,Ozark  ,Movie,SPAIN,2022,TV-14
S600,Dark,Tv Show,UK,2021,R
S601,Squid Game ,Tv Show,INDIA,2021,TV-14
S602,Ozark  ,Tv Show,INDIA,2019,Not Rated
S603,The Crown,Tv Show,UK,2018,TV-14
S604,The Crown  ,Tv Show,CANADA,2021,R
S605,Lucifer  ,Movie,INDIA,0,R
S606,Narcos ,Movie,INDIA,2018,TV-MA
S607,Breaking Bad,Movie,UNKNOWN,2018,TV-PG
S608,Squid Game  ,Tv Show,UK,2022,Not Rated
S609,The Office  ,Movie,USA,2019,TV-PG
S610,The Office,Tv Show,CANADA,0,Not Rated
S611,Stranger Things  ,Movie,INDIA,2021,Not Rated
S612,Friends  ,Movie,INDIA,2018,PG
S613,The Witcher  ,Movie,INDIA,2022,R
S614,Money Heist ,Movie,USA,2018,TV-MA
S615,Dark  ,Tv Show,GERMANY,2020,Not Rated
S616,The Crown,Movie,CANADA,2020,PG
S617,Ozark ,Movie,USA,2019,TV-14
S618,Narcos ,Movie,USA,2020,R
S619,Stranger Things ,Movie,USA,2022,TV-MA
S620,Narcos,Movie,USA,2022,TV-MA
S621,Ozark ,Movie,SPAIN,2019,R
S622,Money Heist ,Movie,GERMANY,2019,TV-PG
S623,Stranger Things  ,Tv Show,USA,2020,TV-PG
S624,Squid Game  ,Tv Show,USA,0,Not Rated
S625,Squid Game,Tv Show,CANADA,2022,TV-MA
S626,Breaking Bad,Movie,USA,2021,TV-14
S627,Lucifer  ,Tv Show,CANADA,0,R
S628,Money Heist ,Movie,INDIA,0,TV-PG
S629,Narcos  ,Movie,UK,2019,R
S630,The Crown  ,Movie,INDIA,2021,TV-PG
S631,Friends,Movie,INDIA,2020,TV-PG
S632,Friends,Movie,USA,2020,Not Rated
S633,The Office ,Tv Show,USA,2020,TV-MA
S634,The Crown  ,Tv Show,INDIA,2021,TV-14
S635,Squid Game ,Movie,USA,0,TV-MA
S636,Friends,Tv Show,GERMANY,2019,TV-PG
S637,Friends ,Movie,USA,2021,TV-14
S638,Stranger Things ,Movie,UK,2022,TV-14
S639,Money Heist  ,Tv Show,USA,2021,TV-MA
S640,Money Heist  ,Movie,INDIA,2021,TV-14
S641,Breaking Bad ,Movie,UNKNOWN,2018,TV-MA
S642,Ozark ,Tv Show,USA,2019,TV-PG
S643,Friends ,Tv Show,CANADA,0,Not Rated
S644,Dark,Movie,USA,2020,TV-MA
S645,Squid Game,Movie,UNKNOWN,2021,TV-PG
S646,Breaking Bad,Movie,INDIA,2022,Not Rated
S647,Lucifer,Tv Show,USA,2018,TV-PG
S648,Ozark ,Tv Show,UK,2019,R
S649,Ozark,Movie,INDIA,2018,TV-MA
S650,Friends  ,Tv Show,INDIA,2019,TV-PG
S651,Money Heist ,Movie,INDIA,2018,TV-MA
S652,Lucifer ,Movie,INDIA,2020,TV-14
S653,The Crown ,Tv Show,INDIA,0,TV-MA
S654,Friends  ,Tv Show,USA,2019,TV-MA
S655,The Witcher,Movie,SPAIN,2022,TV-MA
S656,Lucifer ,Tv Show,INDIA,2021,TV-MA
S657,Breaking Bad  ,Tv Show,INDIA,2018,PG
S658,The Office  ,Movie,INDIA,0,TV-MA
S659,Narcos ,Tv Show,INDIA,0,TV-14
S660,Breaking Bad,Movie,USA,2019,R
S661,Ozark ,Tv Show,SPAIN,2021,R
S662,Friends,Tv Show,USA,2022,TV-MA
S663,Breaking Bad  ,Tv Show,USA,2022,TV-PG
S664,Money Heist  ,Tv Show,SPAIN,2021,Not Rated
S665,Breaking Bad,Tv Show,GERMANY,2021,Not Rated
S666,Friends,Tv Show,SPAIN,2022,TV-MA
S667,Breaking Bad  ,Movie,USA,2022,R
S668,The Office  ,Tv Show,USA,2021,PG
S669,Dark,Tv Show,CANADA,2022,PG
S670,The Crown  ,Tv Show,USA,2021,TV-MA
S671,The Office ,Tv Show,INDIA,2020,TV-MA
S672,Ozark ,Tv Show,USA,2018,R
S673,The Crown,Movie,UK,2019,TV-14
S674,Breaking Bad  ,Tv Show,GERMANY,2019,TV-MA
S675,Narcos,Tv Show,INDIA,2021,PG
S676,The Witcher,Tv Show,USA,2022,PG
S677,Friends,Tv Show,INDIA,2020,TV-PG
S678,Money Heist,Tv Show,INDIA,2020,Not Rated
S679,Breaking Bad,Tv Show,INDIA,2021,PG
S680,Narcos  ,Tv Show,USA,2020,TV-PG
S681,Stranger Things ,Movie,UK,2018,TV-PG
S682,The Crown ,Tv Show,UNKNOWN,2021,PG
S683,Stranger Things,Tv Show,USA,2021,Not Rated
S684,Breaking Bad,Tv Show,CANADA,2019,Not Rated
S685,Squid Game,Movie,GERMANY,2021,Not Rated
S686,Stranger Things,Movie,USA,2018,Not Rated
S687,Dark,Movie,CANADA,2019,TV-MA
S688,Friends ,Tv Show,USA,2018,PG
S689,Ozark ,Movie,UK,2021,TV-MA
S690,Stranger Things,Tv Show,INDIA,2022,TV-MA
S691,Squid Game ,Tv Show,INDIA,2019,Not Rated
S692,The Office  ,Movie,CANADA,2018,PG
S693,Money Heist ,Tv Show,GERMANY,2020,TV-14
S694,Ozark ,Tv Show,INDIA,2020,TV-PG
S695,Friends  ,Tv Show,USA,2021,TV-MA
S696,Squid Game ,Tv Show,UK,2020,TV-14
S697,Lucifer,Movie,INDIA,0,TV-PG
S698,Friends  ,Tv Show,USA,2019,Not Rated
S699,Stranger Things,Movie,USA,2020,Not Rated
S700,Ozark ,Tv Show,INDIA,2022,TV-PG
S701,Lucifer ,Movie,SPAIN,2018,R
S702,Stranger Things  ,Movie,USA,2022,PG
S703,The Crown ,Tv Show,INDIA,2018,R
S704,Dark ,Movie,INDIA,2022,Not Rated
S705,Stranger Things  ,Movie,USA,2018,PG
S706,Ozark ,Movie,USA,2021,TV-PG
S707,Dark ,Tv Show,USA,2021,TV-MA
S708,The Witcher,Movie,CANADA,2019,PG
S709,Ozark ,Tv Show,GERMANY,2022,TV-PG
S710,Ozark  ,Movie,USA,2022,TV-PG
S711,Friends  ,Movie,CANADA,2021,R
S712,Friends ,Movie,UNKNOWN,2018,TV-PG
S713,Money Heist  ,Tv Show,UK,2020,TV-MA
S714,The Crown ,Tv Show,CANADA,2020,TV-PG
S715,Squid Game ,Tv Show,GERMANY,2021,TV-PG
S716,Money Heist ,Tv Show,GERMANY,2022,TV-14
S717,Money Heist  ,Movie,USA,2021,PG
S718,Squid Game ,Tv Show,UNKNOWN,2022,TV-MA
S719,Lucifer,Movie,INDIA,2021,Not Rated
S720,The Crown ,Movie,INDIA,0,R
S721,Friends,Movie,SPAIN,2020,TV-MA
S722,Lucifer ,Tv Show,CANADA,2022,TV-14
S723,Stranger Things ,Movie,CANADA,0,TV-MA
S724,Friends ,Movie,UNKNOWN,2022,TV-14
S725,The Office ,Movie,INDIA,0,TV-PG
S726,Narcos  ,Tv Show,UK,2018,TV-PG
S727,Ozark  ,Tv Show,UNKNOWN,2019,TV-14
S728,Narcos  ,Movie,USA,2021,TV-MA
S729,Stranger Things ,Movie,INDIA,2019,PG
S730,Narcos,Tv Show,USA,2022,TV-MA
S731,Stranger Things  ,Tv Show,USA,2019,TV-MA
S732,Ozark,Movie,SPAIN,2020,TV-14
S733,Narcos  ,Tv Show,UK,2021,PG
S734,Squid Game  ,Tv Show,CANADA,2022,Not Rated
S735,Friends,Movie,USA,2022,TV-14
S736,Dark,Tv Show,USA,0,TV-MA
S737,Stranger Things  ,Movie,UK,2021,PG
S738,Narcos ,Tv Show,INDIA,2021,TV-PG
S739,Squid Game  ,Movie,UK,2018,Not Rated
S740,Squid Game,Tv Show,UNKNOWN,2018,TV-14
S741,Stranger Things ,Movie,SPAIN,2018,Not Rated
S742,The Office  ,Movie,UK,2022,TV-14
S743,Money Heist  ,Tv Show,UK,2018,Not Rated
S744,The Crown ,Movie,SPAIN,2020,TV-PG
S745,Narcos,Movie,GERMANY,2020,TV-PG
S746,Friends ,Tv Show,INDIA,2021,TV-MA
S747,Squid Game,Tv Show,UNKNOWN,2022,TV-MA
S748,The Office  ,Tv Show,USA,0,PG
S749,The Witcher  ,Movie,USA,0,TV-14
S750,Money Heist,Movie,USA,2018,R
S751,Squid Game,Movie,UNKNOWN,2019,TV-MA
S752,The Office  ,Movie,UNKNOWN,2018,TV-MA
S753,Dark ,Tv Show,CANADA,2018,Not Rated
S754,Friends ,Movie,UK,2018,TV-MA
S755,The Witcher ,Tv Show,GERMANY,0,TV-14
S756,Money Heist ,Tv Show,USA,2021,PG
S757,Friends  ,Tv Show,UNKNOWN,2019,R
S758,Breaking Bad  ,Tv Show,SPAIN,2018,Not Rated
S759,Friends  ,Tv Show,CANADA,2018,TV-MA
S760,Ozark,Movie,UK,2020,TV-MA
S761,Money Heist,Tv Show,INDIA,0,R
S762,Dark,Tv Show,INDIA,2021,TV-MA
S763,The Witcher ,Tv Show,GERMANY,2018,TV-PG
S764,Lucifer ,Movie,INDIA,2018,TV-PG
S765,The Crown  ,Tv Show,USA,2020,R
S766,The Office ,Movie,GERMANY,2021,TV-PG
S767,Breaking Bad ,Movie,UNKNOWN,2022,TV-MA
S768,Ozark  ,Tv Show,USA,0,PG
S769,The Witcher,Tv Show,GERMANY,2020,TV-PG
S770,Lucifer,Movie,UNKNOWN,2019,Not Rated
S771,Narcos ,Movie,CANADA,2022,TV-PG
S772,Narcos,Movie,GERMANY,2020,Not Rated
S773,Lucifer  ,Movie,UNKNOWN,2019,TV-MA
S774,Ozark  ,Movie,UK,0,R
S775,Breaking Bad  ,Tv Show,GERMANY,2019,TV-MA
S776,Narcos ,Movie,USA,0,PG
S777,The Crown ,Tv Show,UNKNOWN,2020,TV-14
S778,Ozark  ,Movie,USA,2019,TV-14
S779,Squid Game ,Movie,INDIA,2018,TV-MA
S780,Squid Game,Movie,INDIA,0,TV-MA
S781,Breaking Bad  ,Tv Show,INDIA,2019,TV-MA
S782,The Witcher,Movie,UK,2018,Not Rated
S783,Friends  ,Movie,USA,2019,TV-PG
S784,Dark ,Movie,INDIA,2021,Not Rated
S785,Narcos  ,Movie,GERMANY,2021,Not Rated
S786,Squid Game  ,Movie,USA,2022,TV-14
S787,Lucifer,Movie,CANADA,0,TV-MA
S788,Ozark ,Movie,USA,2021,Not Rated
S789,The Witcher,Movie,USA,2021,Not Rated
S790,Stranger Things,Tv Show,INDIA,2021,R
S791,Narcos  ,Tv Show,UNKNOWN,2020,TV-MA
S792,Lucifer ,Tv Show,CANADA,2019,TV-MA
S793,Squid Game,Movie,SPAIN,2022,R
S794,Breaking Bad ,Movie,USA,2018,TV-MA
S795,Lucifer  ,Tv Show,GERMANY,2022,TV-MA
S796,Money Heist  ,Movie,UK,2019,TV-MA
S797,Lucifer,Movie,UK,2019,Not Rated
S798,Dark  ,Movie,USA,2018,TV-MA
S799,Money Heist ,Movie,UK,2021,PG
S800,Breaking Bad ,Tv Show,USA,2022,R
S801,Money Heist ,Tv Show,USA,2018,R
S802,Dark  ,Tv Show,UK,2022,TV-14
S803,Stranger Things  ,Movie,USA,2021,Not Rated
S804,The Crown  ,Movie,USA,2021,TV-PG
S805,Dark  ,Movie,GERMANY,2018,PG
S806,Lucifer ,Tv Show,USA,2022,R
S807,Money Heist,Movie,CANADA,2018,TV-MA
S808,The Crown  ,Movie,UNKNOWN,2020,TV-PG
S809,The Office  ,Tv Show,INDIA,2022,TV-PG
S810,Lucifer ,Tv Show,USA,0,PG
S811,Squid Game,Tv Show,INDIA,0,TV-14
S812,Stranger Things ,Tv Show,SPAIN,2020,TV-PG
S813,Money Heist,Movie,UK,2019,Not Rated
S814,The Witcher ,Movie,INDIA,2021,PG
S815,Stranger Things,Movie,UNKNOWN,0,TV-PG
S816,Breaking Bad  ,Movie,UK,2020,TV-14
S817,Ozark,Tv Show,CANADA,2018,TV-MA
S818,The Crown,Tv Show,INDIA,2020,PG
S819,Dark  ,Tv Show,CANADA,2019,TV-14
S820,Dark  ,Tv Show,UNKNOWN,0,TV-MA
S821,The Crown  ,Movie,UK,2021,TV-14
S822,Lucifer ,Movie,UNKNOWN,0,Not Rated
S823,Ozark  ,Movie,USA,0,TV-PG
S824,Ozark ,Tv Show,SPAIN,2022,R
S825,The Crown,Movie,UNKNOWN,2021,TV-14
S826,Narcos  ,Movie,UK,0,R
S827,Ozark ,Movie,UK,2021,TV-MA
S828,Friends,Tv Show,CANADA,0,TV-14
S829,Stranger Things  ,Movie,GERMANY,2020,TV-14
S830,Squid Game,Tv Show,UNKNOWN,2021,TV-14
S831,Money Heist ,Movie,USA,2022,Not Rated
S832,The Crown ,Movie,USA,2018,TV-MA
S833,The Office  ,Movie,SPAIN,2020,TV-MA
S834,Squid Game ,Tv Show,SPAIN,2021,TV-14
S835,The Witcher ,Tv Show,UK,0,TV-14
S836,Squid Game  ,Movie,USA,0,TV-MA
S837,Dark  ,Movie,USA,2022,TV-MA
S838,Friends ,Movie,USA,0,TV-PG
S839,Lucifer  ,Tv Show,INDIA,2021,TV-MA
S840,Dark  ,Tv Show,USA,2019,TV-MA
S841,Breaking Bad,Tv Show,INDIA,0,Not Rated
S842,Dark,Tv Show,USA,2022,PG
S843,Squid Game  ,Movie,USA,0,TV-MA
S844,Lucifer ,Movie,USA,2019,TV-MA
S845,Narcos,Movie,USA,2021,TV-14
S846,Narcos,Tv Show,INDIA,0,PG
S847,Lucifer,Movie,SPAIN,0,Not Rated
S848,Stranger Things,Tv Show,CANADA,0,PG
S849,The Crown  ,Movie,USA,2021,Not Rated
S850,Breaking Bad  ,Movie,INDIA,0,TV-PG
S851,Stranger Things ,Movie,UNKNOWN,2022,TV-PG
S852,Lucifer,Tv Show,UNKNOWN,2022,TV-MA
S853,Narcos  ,Movie,UK,2018,PG
S854,Squid Game,Movie,GERMANY,2019,TV-MA
S855,Dark  ,Tv Show,USA,2018,TV-14
S856,Squid Game ,Tv Show,CANADA,2022,TV-MA
S857,Lucifer ,Tv Show,CANADA,2021,TV-MA
S858,Ozark ,Movie,UK,2020,TV-MA
S859,Money Heist ,Tv Show,SPAIN,2021,PG
S860,Narcos  ,Tv Show,INDIA,2018,Not Rated
S861,Ozark  ,Movie,USA,2019,Not Rated
S862,Ozark,Tv Show,CANADA,2020,TV-PG
S863,The Crown,Movie,CANADA,2019,R
S864,Breaking Bad  ,Movie,USA,2020,TV-MA
S865,The Crown  ,Movie,UK,2020,TV-14
S866,Narcos,Tv Show,USA,2018,TV-MA
S867,Lucifer,Movie,GERMANY,2018,TV-MA
S868,Narcos,Movie,INDIA,0,TV-MA
S869,The Witcher,Tv Show,INDIA,2019,TV-MA
S870,Stranger Things ,Movie,INDIA,2022,Not Rated
S871,Ozark  ,Movie,USA,2019,TV-MA
S872,Money Heist  ,Tv Show,SPAIN,2019,TV-PG
S873,Friends ,Tv Show,UNKNOWN,2019,TV-PG
S874,Money Heist ,Movie,USA,2019,TV-MA
S875,Dark,Tv Show,GERMANY,2020,PG
S876,Friends,Tv Show,UNKNOWN,2018,TV-MA
S877,Friends  ,Movie,INDIA,2018,R
S878,The Crown,Movie,UNKNOWN,0,TV-MA
S879,Stranger Things ,Tv Show,INDIA,2020,TV-MA
S880,Stranger Things,Tv Show,USA,2022,TV-PG
S881,Money Heist ,Tv Show,USA,2019,PG
S882,Ozark,Tv Show,USA,2022,TV-14
S883,The Office  ,Movie,INDIA,2018,TV-14
S884,Lucifer  ,Movie,USA,2020,PG
S885,Breaking Bad ,Tv Show,UNKNOWN,2021,R
S886,Stranger Things,Tv Show,UNKNOWN,2020,TV-MA
S887,Dark  ,Movie,UNKNOWN,2020,PG
S888,Money Heist  ,Tv Show,UNKNOWN,2019,TV-MA
S889,Squid Game ,Tv Show,INDIA,2019,PG
S890,Ozark ,Tv Show,UNKNOWN,2021,PG
S891,Friends,Tv Show,CANADA,2019,TV-MA
S892,Squid Game,Movie,USA,2020,TV-PG
S893,Stranger Things,Movie,UNKNOWN,2018,TV-MA
S894,Narcos  ,Movie,USA,2018,TV-MA
S895,Friends,Tv Show,INDIA,0,R
S896,Narcos  ,Tv Show,UNKNOWN,2019,TV-MA
S897,Stranger Things  ,Tv Show,INDIA,2021,Not Rated
S898,The Crown ,Tv Show,INDIA,2019,PG
S899,Ozark  ,Tv Show,UK,2021,TV-14
S900,The Crown  ,Tv Show,CANADA,2021,PG
S901,Squid Game ,Tv Show,USA,2021,PG
S902,The Crown ,Tv Show,USA,0,R
S903,Squid Game  ,Tv Show,UK,2021,R
S904,Breaking Bad ,Tv Show,GERMANY,2020,TV-MA
S905,The Witcher  ,Tv Show,GERMANY,0,TV-MA
S906,The Office  ,Movie,USA,2019,TV-14
S907,The Office  ,Tv Show,UK,2020,TV-14
S908,Ozark ,Movie,USA,0,PG
S909,Ozark ,Movie,UK,0,R
S910,Ozark  ,Tv Show,USA,2019,TV-14
S911,Ozark  ,Tv Show,USA,2022,Not Rated
S912,Money Heist ,Tv Show,USA,2021,TV-PG
S913,Breaking Bad ,Movie,INDIA,2019,TV-14
S914,The Witcher ,Tv Show,SPAIN,2022,TV-MA
S915,Money Heist ,Tv Show,INDIA,2019,TV-MA
S916,Breaking Bad ,Movie,INDIA,2018,TV-MA
S917,Friends  ,Tv Show,USA,2021,R
S918,Stranger Things,Tv Show,CANADA,2021,TV-14
S919,Lucifer  ,Movie,UNKNOWN,2021,TV-PG
S920,The Office  ,Tv Show,UK,0,TV-PG
S921,The Crown ,Movie,UNKNOWN,2020,TV-MA
S922,The Witcher,Movie,INDIA,2021,R
S923,The Witcher,Tv Show,UNKNOWN,2020,Not Rated
S924,Lucifer ,Tv Show,UK,2021,TV-14
S925,Stranger Things  ,Tv Show,UK,0,TV-MA
S926,The Witcher,Movie,INDIA,2020,TV-PG
S927,The Witcher ,Movie,USA,2022,TV-14
S928,The Witcher,Movie,INDIA,2019,R
S929,Friends  ,Movie,USA,2019,R
S930,Ozark,Movie,SPAIN,2022,R
S931,Friends ,Tv Show,CANADA,2021,R
S932,Breaking Bad ,Movie,INDIA,0,TV-14
S933,Squid Game ,Tv Show,USA,0,Not Rated
S934,Ozark,Movie,INDIA,2022,PG
S935,Narcos,Tv Show,SPAIN,2018,Not Rated
S936,Money Heist  ,Tv Show,USA,2022,TV-14
S937,The Office  ,Movie,UNKNOWN,2019,Not Rated
S938,Money Heist  ,Tv Show,USA,2021,PG
S939,Ozark ,Tv Show,SPAIN,0,TV-14
S940,Dark,Movie,UNKNOWN,2020,PG
S941,Squid Game,Tv Show,INDIA,2022,R
S942,The Witcher ,Movie,INDIA,2018,TV-14
S943,Squid Game ,Tv Show,INDIA,2022,TV-14
S944,Squid Game ,Tv Show,UK,2020,PG
S945,Lucifer ,Tv Show,USA,2019,PG
S946,Lucifer  ,Movie,USA,2022,TV-MA
S947,Breaking Bad,Tv Show,CANADA,2022,Not Rated
S948,The Crown  ,Movie,CANADA,2018,TV-PG
S949,The Witcher ,Tv Show,USA,2020,PG
S950,Narcos,Tv Show,USA,2022,TV-14
S951,Stranger Things,Movie,USA,2018,TV-PG
S952,Stranger Things  ,Tv Show,UNKNOWN,2020,Not Rated
S953,Ozark ,Movie,CANADA,2020,TV-PG
S954,Narcos,Movie,INDIA,2019,TV-MA
S955,Lucifer  ,Movie,SPAIN,0,PG
S956,Squid Game,Tv Show,INDIA,2018,TV-14
S957,Stranger Things  ,Tv Show,GERMANY,2022,TV-MA
S958,Lucifer  ,Movie,CANADA,2019,R
S959,Squid Game ,Tv Show,GERMANY,2018,R
S960,Stranger Things,Tv Show,INDIA,2018,TV-14
S961,Squid Game  ,Movie,CANADA,2021,R
S962,Friends  ,Movie,USA,2020,TV-PG
S963,Ozark  ,Movie,SPAIN,2021,TV-14
S964,Lucifer  ,Movie,INDIA,2020,Not Rated
S965,Money Heist  ,Movie,USA,2020,TV-PG
S966,Stranger Things  ,Tv Show,UK,2022,TV-PG
S967,Friends,Movie,UNKNOWN,2018,PG
S968,Money Heist  ,Movie,GERMANY,2018,PG
S969,Lucifer ,Tv Show,USA,2020,PG
S970,Lucifer,Tv Show,USA,2018,TV-MA
S971,Squid Game  ,Tv Show,USA,0,PG
S972,Lucifer,Tv Show,INDIA,2020,TV-MA
S973,Ozark,Movie,SPAIN,2019,TV-MA
S974,Dark ,Movie,UK,0,TV-MA
S975,Lucifer  ,Movie,USA,2020,PG
S976,Narcos ,Tv Show,CANADA,2018,PG
S977,Money Heist  ,Movie,GERMANY,2019,TV-MA
S978,Narcos ,Tv Show,USA,2020,TV-14
S979,Breaking Bad ,Tv Show,SPAIN,2022,TV-14
S980,The Witcher ,Movie,INDIA,2018,PG
S981,Narcos  ,Movie,GERMANY,0,TV-MA
S982,The Office ,Tv Show,INDIA,0,Not Rated
S983,Dark ,Tv Show,USA,2020,TV-MA
S984,Narcos  ,Tv Show,INDIA,2019,R
S985,Narcos,Movie,USA,2018,Not Rated
S986,Breaking Bad,Movie,SPAIN,2020,TV-PG
S987,Dark  ,Movie,USA,0,TV-PG
S988,The Office  ,Movie,UK,2020,TV-MA
S989,Stranger Things ,Tv Show,CANADA,0,Not Rated
S990,Squid Game ,Tv Show,INDIA,2019,Not Rated
S991,Friends ,Movie,CANADA,2022,TV-MA
S992,Squid Game ,Tv Show,UK,2022,TV-14
S993,Lucifer,Movie,UNKNOWN,2019,R
S994,Ozark ,Tv Show,USA,2018,TV-14
S995,Narcos,Movie,USA,2022,TV-PG
S996,Stranger Things ,Movie,USA,2020,PG
S997,The Office  ,Movie,INDIA,2018,R
S998,Narcos,Movie,GERMANY,0,R
S999,The Witcher,Movie,INDIA,0,TV-MA
S1000,Lucifer  ,Movie,USA,2020,R
S1001,The Crown,Movie,INDIA,2018,TV-14
S1002,Stranger Things  ,Tv Show,USA,2022,PG
S1003,Ozark  ,Movie,SPAIN,0,PG
S1004,Dark,Tv Show,CANADA,2021,PG
S1005,Money Heist  ,Tv Show,USA,2022,R
S1006,Lucifer  ,Movie,USA,0,TV-PG
S1007,Friends ,Tv Show,USA,2018,TV-PG
S1008,Ozark  ,Movie,CANADA,2021,R
S1009,Dark  ,Movie,UK,2022,TV-MA
S1010,Lucifer,Tv Show,USA,2018,TV-MA
S1011,Ozark  ,Movie,UK,2021,TV-MA
S1012,Narcos  ,Movie,UNKNOWN,0,Not Rated
S1013,Breaking Bad,Tv Show,INDIA,2022,TV-PG
S1014,The Crown  ,Tv Show,INDIA,2021,PG
S1015,Stranger Things ,Movie,UK,2021,TV-PG
S1016,Narcos  ,Movie,GERMANY,2018,TV-14
S1017,Lucifer,Movie,USA,0,R
S1018,Money Heist  ,Tv Show,USA,2021,Not Rated
S1019,The Office ,Tv Show,USA,2022,PG
S1020,Ozark  ,Tv Show,USA,2022,TV-PG
S1021,Money Heist  ,Tv Show,CANADA,2019,TV-MA
S1022,The Crown ,Movie,INDIA,2018,TV-MA
S1023,Squid Game,Movie,UK,2020,TV-14
S1024,Lucifer ,Movie,GERMANY,2020,TV-PG
S1025,Friends ,Movie,SPAIN,2019,TV-14
S1026,The Crown,Tv Show,USA,2018,PG
S1027,Lucifer ,Tv Show,USA,0,TV-PG
S1028,Money Heist ,Movie,CANADA,0,TV-MA
S1029,Lucifer  ,Tv Show,USA,2018,TV-PG
S1030,The Office  ,Tv Show,USA,2021,R
S1031,Dark  ,Tv Show,USA,2019,Not Rated
S1032,Lucifer ,Tv Show,USA,2022,TV-PG
S1033,Breaking Bad,Movie,UNKNOWN,0,TV-PG
S1034,Squid Game,Tv Show,SPAIN,2019,PG
S1035,Breaking Bad  ,Tv Show,UNKNOWN,2020,TV-14
S1036,The Crown  ,Movie,USA,2020,R
